id,note,page_number,raw_next_data_preview,scraped_at
nextdata_page_1,__NEXT_DATA__ found (raw saved),1,"{""props"":{""pageProps"":{}},""page"":""/"",""query"":{},""buildId"":""tr9q8beDSvfH3lPdgfZVK"",""nextExport"":true,""autoExport"":true,""isFallback"":false,""scriptLoader"":[]}",2026-01-07T00:50:08
